DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,FERA SCIENCE LIMITED,1011712859,21556, National Reference Laboratory for Contaminants,YO41 1LZ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,FERA SCIENCE LIMITED,1011713027,21545,National Reference Laboratory for Contaminants,YO41 1LZ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-12,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,"DATA, INFORMATION, GOVERNANCE AND SECURITY",RESTORE PLC,1011712874,20176.38,Destruction from offsite storage,RH1 5DY,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Food Hypersensitivities,NOT BINARY LTD,1011712980,20160,UK VAT - UK VAT,E1 6JE,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-26,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT SERVICE DELIVERY,4 NET,1011712992,15835.34,New VC Solution Support,M32 0TR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-22,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,CORPORATE SUPPORT UNIT,NOT BINARY LTD,1011712980,13500,UK VAT - UK VAT,E1 6JE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Risk Assessment ? research and development,CALDER CONFERENCES LTD,1011712807,13315.02,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-26,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT SERVICE DELIVERY,4 NET,1011712992,8305.99,New VC Solution Support - additional line,M32 0TR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011712781,7237,UK VAT - UK VAT,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT SERVICE DELIVERY,BYTES SOFTWARE SERVICES LTD,1011712913,5667.31,UK VAT - UK VAT,KT22 7TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-27,EXP - AMORTISATION - INTANGIBLE ASSETS,DIGITAL,EPIMORPHICS LTD,1011713024,5307.03,UK VAT - UK VAT,BS20 6PT,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,Operational Delivery,CALDER CONFERENCES LTD,1011712807,4800.84,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-20,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE DELIVERY,EE LTD,1011712946,4722.9,UK VAT - UK VAT,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-07,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE DELIVERY,EE LTD,1011712834,4688.38,UK VAT - UK VAT,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-26,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT SERVICE DELIVERY,4 NET,1011712992,1661.2,UK VAT - UK VAT,M32 0TR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,Legal Branch A & Investigations,CALDER CONFERENCES LTD,1011712807,1061.83,Conference/Meeting Costs,LS16 6RF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,Analytics Unit,CALDER CONFERENCES LTD,1011712807,990,Conference/Meeting Costs,LS16 6RF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,Risk Assessment - operations,CALDER CONFERENCES LTD,1011712807,921.67,Conference/Meeting Costs,LS16 6RF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,Wales and West 3 ,CALDER CONFERENCES LTD,1011712807,750.88,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientific Advisors team,CALDER CONFERENCES LTD,1011712807,680.2,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientific Advisors team,CALDER CONFERENCES LTD,1011712807,544,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,Food Incidents & Resilience - Prog,CALDER CONFERENCES LTD,1011712807,452.08,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,East 4,CALDER CONFERENCES LTD,1011712807,437.08,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,DIGITAL,EPIMORPHICS LTD,1011712824,375,data.food.gov.uk priority updates - additional line,BS20 6PT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,RDOT,CALDER CONFERENCES LTD,1011712807,296.69,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,Wales and West 4 ,CALDER CONFERENCES LTD,1011712807,275.4,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,NFCU II - Prevention & Investigation,CALDER CONFERENCES LTD,1011712807,256.67,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,East 1,CALDER CONFERENCES LTD,1011712807,190,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,North 1,CALDER CONFERENCES LTD,1011712807,116.66,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,Wales and West 1 (England),CALDER CONFERENCES LTD,1011712807,87.5,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,DIGITAL,EPIMORPHICS LTD,1011712824,75,data.food.gov.uk priority updates - additional line,BS20 6PT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - MEETING ROOM HIRE,East 2,CALDER CONFERENCES LTD,1011712807,75,Conference/Meeting Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-05-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,Corporate Support Unit,CALDER CONFERENCES LTD,1011712807,0,Conference/Meeting Costs,LS16 6RF,ADMIN
