DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-30,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"NOVEL FOODS, GM, RADIOLOGICAL AND FEED ADDITIVES",C E F A S,2012700781,77054.94,Sampling and analysis contact to be undertaken by CEFAS,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-11,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,MOZAIC SERVICES LTD,1011712276,74178.48,Development & Enhancements to Service Now,EC2R 7HG,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-19,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,DIGITAL,EPIMORPHICS LTD,1011712376,66862.5,Addition of RaFB and associated activities to Unified View,BS20 6PT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT SERVICE DELIVERY,SOURCECODE UK LTD T/A K2.NET UK,1011712228,62232.6,K2 Subscription,KT13 0NY,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-03,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANALYTICS UNIT,KANTAR UK,1011712187,59622,Behavioural Change Field Trials Hand washing,W5 2AU,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,CHIEF EXECUTIVE & PRIVATE OFFICE,DEPARTMENT OF HEALTH,2012700769,54000,Bid cost of Generalist fast streamer into Private Office,LS2 7UE,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,CHIEF SCIENTIFIC ADVISORS TEAM,UNIVERSITY OF CAMBRIDGE,9401144,53178,Development of a Food Recall Prevention Platform (FoodPro),CB3 0ES,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,FOOD INCIDENTS AND RESILIENCE PROG(PROG),WORLD HEALTH ORGANIZATION,20000118,46163.55,SOP5-WQ614979-173305-173858-FSA-Payment Into Foreign BankINFOSAN,SWITZERLAND,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011712413,44946.62,IT24 Var 2 - Azure CSP ? ,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - AMORTISATION - INTANGIBLE ASSETS,DIGITAL,EPIMORPHICS LTD,1011712345,36430,Work Package 22 - UV Updates ,BS20 6PT,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011712210,36185,IT24 Variation 2 Managed Services,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011712210,36185,IT24 Variation 2 Managed Services,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011712210,36185,IT24 Variation 2 Managed Services,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011712459,36185,IT24 Variation 2 Managed Services,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700768,36022.5,Shellfish biotoxin analysis costs ,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700774,36022.5,Shellfish biotoxin analysis costs 2019/20,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-30,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,RISK ASSESSMENT - RESEARCH AND DEVELOPMENT,PUBLIC HEALTH ENGLAND,2012700780,35538,A microbiological survey of Campylobacter contamination in fresh whole UK-produced chilled chickens at retail sale,OX11 0RQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-30,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,RISK ASSESSMENT - RESEARCH AND DEVELOPMENT,PUBLIC HEALTH ENGLAND,2012700779,35400.02,Campylobacter Proficiency Testing Scheme for Food Laboratories,NW9 5EQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT SERVICE DELIVERY,SERVICENOW UK LTD,1011712166,30163.39,Service Now Licenses ,TW18 4TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-26,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,CHIEF SCIENTIFIC ADVISORS TEAM,THE ALAN TURING INSTITUTE,1011712425,28200,?Road-mapping Uses of Advanced Analytics in the UK Food and Drink Sector?,NW1 2DB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,COMMS,COMMUNITY RESEARCH LTD,1011712287,27174.5,Community Research - FSA Brand Research,LE9 4WB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,RISK ASSESSMENT - RESEARCH AND DEVELOPMENT,GLASGOW CALEDONIAN UNIVERSITY,1011712462,26783.7,Retention Thermal death model for Hepatitis E virus (HEV),G4 0BA,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,COMMS,COMMUNITY RESEARCH LTD,1011712208,26375.25,Community Research - FSA Brand Research,LE9 4WB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,COMMS,COMMUNITY RESEARCH LTD,1011712287,26375.25,Community Research - FSA Brand Research,LE9 4WB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - AMORTISATION - INTANGIBLE ASSETS,IT SERVICE DELIVERY,COMPUTACENTER UK LTD,1011712343,24829.8,Lenovo TP T490s,AL10 9TW,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-06,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011712219,24611,Littlefish - service charge ,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-06,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011712219,24264,Littlefish - Service Desk charge ,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-16,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,FINANCE,SHARED SERVICES CONNECTED LTD,1011712330,24178.93,SSCL Core charge management services ,HP2 7AH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANALYTICS UNIT,COMMUNITY RESEARCH LTD,1011712468,24030.75,"Qualitative and quantitative research with FBO's in the meat, wine and dairy industries",LE9 4WB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,CHIEF SCIENTIFIC ADVISORS TEAM,ANIMAL AND PLANT HEALTH AGENCY,2012700773,23616.22,Deliverable,KT15 3NB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,COMMS,MSQ PARTNERS GROUP LTD,1011712286,22939.53,MSQ - Allergens DM shoot,W1T 4TJ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NEXT GENERATION - HR,PEOPLE & ORGANISATIONAL CHANGE,MINISTRY OF JUSTICE,2012700761,22500,CSHR Casework (MoJ) ? Annual Service Cost ,NP209BB,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700774,21778.26,Shellfish classification management E&W ,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700768,21771,Shellfish classification management E&W ,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,"DATA, INFORMATION, GOVERNANCE AND SECURITY",BRITISH STANDARDS INSTITUTION,1011712373,21443.77,Annual IT Health Check,W4 4AL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,OPERATIONAL DELIVERY,ARCO UK LTD,1011712356,20890.16,Bulk PO additional funds 11770002606 Fields OPs,HU1 2SJ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-11,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,MOZAIC SERVICES LTD,1011712276,14835.69,SERVICE,EC2R 7HG,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT SERVICE DELIVERY,SOURCECODE UK LTD T/A K2.NET UK,1011712228,12446.52,K2 CLOUD,KT13 0NY,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,FOOD INCIDENTS AND RESILIENCE PROG(PROG),WORLD HEALTH ORGANIZATION,20000118,9232.71,infosan upgrade,SWITZERLAND,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-06,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011712219,8000,Littlefish  Service Desk charge  additional support,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - AMORTISATION - INTANGIBLE ASSETS,DIGITAL,EPIMORPHICS LTD,1011712345,7286,Work Package 22 - UV Updates,BS20 6PT,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011712210,7237,IT24 Variation 2 Managed Services,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011712210,7237,IT24 Variation 2 Managed Services,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011712210,7237,IT24 Variation 2 Managed Services,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011712459,7237,UK VAT - UK VAT,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-19,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Regulatory Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712372,6676.82,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-26,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,CHIEF SCIENTIFIC ADVISORS TEAM,THE ALAN TURING INSTITUTE,1011712425,5640,ROAD MAPPING,NW1 2DB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,NFCU II - Prevention & Investigation,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712348,5478.25,Travel and Subsistence Wk 10,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-19,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Surveillance,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712372,5296.98,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NEXT GENERATION - HR,PEOPLE & ORGANISATIONAL CHANGE,MINISTRY OF JUSTICE,2012700761,4500,CSHR Casework (MoJ) ? Annual Service Cost ,NP209BB,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,"DATA, INFORMATION, GOVERNANCE AND SECURITY",BRITISH STANDARDS INSTITUTION,1011712373,4288.75,CSIRUKPRJ,W4 4AL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-28,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,NFCU II - Prevention & Investigation,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712458,3874.94,Travel and Subsistence Wk 11,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-19,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Corporate Support Unit,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712372,3646.16,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-10,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,NFCU II - Prevention & Investigation,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712268,3505.8,Travel and Subsistence Wk 9,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,RDOT,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712348,3177.43,Travel and Subsistence Wk 10,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712201,2887.48,Travel and Subsistence Wk 8,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-28,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,NFCU II - Prevention & Investigation,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712458,2709.8,Travel and Subsistence Wk 11,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712201,2657,Travel and Subsistence Wk 8,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712348,2638.7,Travel and Subsistence Wk 10,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,NFCU II - Prevention & Investigation,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712348,2431.06,Travel and Subsistence Wk 10,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,RDOT,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712201,2136.47,Travel and Subsistence Wk 8,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-10,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712268,2090.65,Travel and Subsistence Wk 9,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-19,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Imports & Exports Team (Admin),ALEXANDER MANN SOLUTIONS LTD-2WM,1011712372,2042.1,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,RDOT,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712348,2027.6,Travel and Subsistence Wk 10,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-10,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712268,1972,Travel and Subsistence Wk 9,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,NFCU II - Prevention & Investigation,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712201,1962.65,Travel and Subsistence Wk 8,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,KIMS,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712348,1755.76,Travel and Subsistence Wk 10,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-28,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712458,1556.21,Travel and Subsistence Wk 11,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-17,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712348,1523.1,Travel and Subsistence Wk 10,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-28,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712458,1503.05,Travel and Subsistence Wk 11,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,NFCU II - Prevention & Investigation,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712201,1466.95,Travel and Subsistence Wk 8,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-19,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,NFCU II - Prevention & Investigation,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712372,1458.29,TEMPORARY STAFF,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-10,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,RDOT,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712268,1413.75,Travel and Subsistence Wk 9,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-03-28,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011712458,1253.08,Travel and Subsistence Wk 11,BD1 1PL,PROGRAMME
