DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"SCIENCE STRATEGY, CAPABILITY AND RESEARCH",UNIVERSITY OF CAMBRIDGE,1011714733,33089,Development of a Food Recall Prevention Platform (FoodPro),CB3 0ES,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,GENERAL FOOD HYGIENE,ECOLE NATIONALE VETERINAIRE DE TOULOUSE,20000173,33000,SOP5-WQ709250-901256-173858-FSA-Payment Into Foreign BankPROJECT FS231051,FRANCE,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-22,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011714898,32264,IT25 Helpdesk Servicedesk (Sep 20 - Mar 21),NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-15,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,OPERATIONAL DELIVERY,FOUNDRY4 CONSULTING LTD,1011714827,31500,FSA677 Field Ops Transformation Discovery,E1 6JE,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANALYTICS UNIT,IPSOS MORI,1011714889,31500,Gene Editing consumer project,E1W 1YW,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"SCIENCE STRATEGY, CAPABILITY AND RESEARCH",BRIGHT HARBOUR RESEARCH LTD,1011714881,30684,FS108108 FSA Consumers and the Food System: Covid 19,CT20 2TQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-08,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"SCIENCE STRATEGY, CAPABILITY AND RESEARCH",FENIX MEDIA T/A FACE,1011714753,30640.78,FS900104 Food Trends Analysis,WIT 5BG,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,INTERNAL AUDIT,ERNST & YOUNG LLP,1011714778,29644,FS430669 Audit Assurance and Performance Management ,SE1 2AF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,FOOD HYPERSENSITIVITIES,IPSOS MORI,1011714933,29600,"Evidence review of ""at a glance"" schemes, and qualitative research with consumers with food hypersensitivities",E1W 1YW,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,FOOD INCIDENTS AND RESILIENCE PROG(PROG),RAINMAKER SOLUTIONS LTD,1011714819,26325,FSA693 Incidents Service Private Beta - the provision of front and back enddevelopment expertise to support the delivery of the project,W1A 6US,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-18,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,FINANCE,SHARED SERVICES CONNECTED LTD,1011714837,24585.95,SSCL Core charge management services 2020-21,HP2 7AH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700926,22294,Shellfish Classification Management,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700934,22294,Shellfish Classification Management,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-14,EXP - AMORTISATION - INTANGIBLE ASSETS,IT SERVICE DELIVERY,COMPUTACENTER UK LTD,1011714823,22172.57,Technology Refresh - Mobile Phones,AL10 9TW,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-22,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011714898,20843.5,IT19 Build Manage & Maintain (EUC) (Sep 20 - Mar 21),NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-19,EXP - AMORTISATION - INTANGIBLE ASSETS,FINANCE,MHR INTERNATIONAL UK LTD,1011714855,15712.5,I-Trent renewal initial costs,NG11 6LL,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-19,EXP - AMORTISATION - INTANGIBLE ASSETS,PEOPLE & ORGANISATIONAL CHANGE,MHR INTERNATIONAL UK LTD,1011714855,15712.5,I-Trent renewal initial costs,NG11 6LL,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-14,EXP - AMORTISATION - INTANGIBLE ASSETS,IT SERVICE DELIVERY,COMPUTACENTER UK LTD,1011714823,15389.5,UK VAT - UK VAT,AL10 9TW,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-14,EXP - AMORTISATION - INTANGIBLE ASSETS,IT SERVICE DELIVERY,COMPUTACENTER UK LTD,1011714823,14186.9,UK VAT - UK VAT,AL10 9TW,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,INTERNAL AUDIT,ERNST & YOUNG LLP,1011714778,5928.8,UK VAT - UK VAT,SE1 2AF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-14,EXP - AMORTISATION - INTANGIBLE ASSETS,IT SERVICE DELIVERY,COMPUTACENTER UK LTD,1011714823,4434.51,UK VAT - UK VAT,AL10 9TW,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2021-01-08,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"SCIENCE STRATEGY, CAPABILITY AND RESEARCH",FENIX MEDIA T/A FACE,1011714753,0.44,Additional funds for FS900104 Food Trends Analysis ,WIT 5BG,PROGRAMME
