DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier ,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL - LEASE CAR INS & ROAD TAX,NFCU II - Prevention & Investigation,AON UK LTD,1011714558,5786.84,AON Insurance NFCU Lease cars 2020 2021,LS27 0TS,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL - LEASE CAR INS & ROAD TAX,Operational Assurance,AON UK LTD,1011714558,5786.84,AON Insurance OAT Lease cars 2020 2021,LS27 0TS,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL - LEASE CAR INS & ROAD TAX,Operational Delivery,AON UK LTD,1011714558,30838.23,AON Insurance Field Operations Lease cars 2020 2021,LS27 0TS,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-30,EXP - PURCHASE OF GOODS/SERVICES - OTHER,"Sampling, Strategy & Laboratory Policy (SSLP)",FERA SCIENCE LIMITED,1011714699,21545,FS 616030 - National Reference Laboratory for Contaminants,YO41 1LZ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Risk Assessment ? research and development,HALLMARK MEAT HYGIENE LTD,1011714546,31403.71,"Retention Payment, Microbiological retail survey for Campylobacter",GL10 2BJ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER,Risk Assessment ? research and development,DEMOS,1011714492,30000,FS900102 Renew Normal: Our Food System After Covid-19,SW1A 2DD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,Commercial,MOORE STEPHENS INSIGHT LTD,1011714491,29401.5,FS430597 Analysis and requirement gathering for the FSA?s Future Finance system.,S1 2EX,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-08,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Risk Assessment ? research and development,EPIMORPHICS LTD,1011714515,29000,FSA581 WP30 - Regulated Products Register,BS20 6PT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-31,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT Service Delivery,VODAFONE LTD,1011714724,22710,Vodafone PSN Charges - line rental,MK3 5JL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-21,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,Legal Branch A & Investigations,ROYTHORNES SOLICITORS,1011714633,30000,SOP4-700433-173305-173858-SETTLEMENT,PE11 3YR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-24,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,Finance Director & Branch,SHARED SERVICES CONNECTED LTD,1011714674,24585.95,SSCL Core charge management services 2020-21,HP2 7AH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-23,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT Service Delivery,EE LTD,1011714667,23659.33,EE Mobile Contract Redacted under s43 FOI,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-23,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT Service Delivery,EE LTD,1011714667,4729.47,UK VAT - UK VAT,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-12-10,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,Finance Director & Branch,SHARED SERVICES CONNECTED LTD,1011714540,24585.95,SSCL Core charge management services 2020-21,HP2 7AH,ADMIN
