DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,OPERATIONAL DELIVERY,ARCO UK LTD,1011713198,37061.08,PPE Bulk purchase order funds 11770002606  20/21,HU1 2SJ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700835,36559.08,Shellfish Biotoxin Analysis,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011713097,36185,IT24 Variation 2 Managed Services,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,RISK ASSESSMENT - RESEARCH AND DEVELOPMENT,PUBLIC HEALTH ENGLAND,2012700829,35538,A microbiological survey of Campylobacter contamination in fresh whole UK-produced chilled chickens at retail sale (Y5/6) - Lot 2 Analysis,OX11 0RQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-03,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,OPERATIONAL DELIVERY,ARCO UK LTD,1011713089,34897.7,PPE Bulk purchase order funds 11770002606  20/21,HU1 2SJ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-24,EXP - PURCHASE OF GOODS/SERVICES- OTHER - PROGRAMME EXP - LOCAL AUTHORITY GRANTS,REGULATORY DELIVERY,TRADING STANDARDS INSTITUTE (GRANTS),1011713253,32776.5,Feed Off. Conts 2020 / 21 NTS/TSI fees. Feed Official Controls funding 2020 / 21: Programme Management Costs (TSI/CTSI) (FS616020),SS15 6TH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-01,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011713069,32264,IT25 Helpdesk Servicedesk,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,RISK ASSESSMENT - RESEARCH AND DEVELOPMENT,PUBLIC HEALTH ENGLAND,2012700832,26654,A microbiological survey of Campylobacter contamination in fresh whole UK-produced chilled chickens at retail sale (Y5/6) - Lot 2 Analysis,OX11 0RQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-09,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,FINANCE,SHARED SERVICES CONNECTED LTD,1011713149,26016.99,SSCL Core charge management services ,HP2 7AH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-18,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,PEOPLE & ORGANISATIONAL CHANGE,LINKEDIN IRELAND UNLIMITED COMPANY,1011713214,25375,SOP1-637473-214784-900206-LINKED IN SUB 20/21,DUBLIN 2,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-01,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011713069,24611,IT19 Build Manage & Maintain (EUC) ,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-12,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE DELIVERY,EE LTD,1011713175,23398.36,EE Mobile Contract  additional line,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700835,22294,Shellfish Classification Management,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-30,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,FERA SCIENCE LIMITED,1011713293,21545,FS 616030 - National Reference Laboratory for Contaminants,YO41 1LZ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700835,21496.93,Shellfish Phytoplankton analysis official controls,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-12,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,SECURITY & ESTATES,NATIONAL LOTTERY COMMUNITY FUND,1011713168,21007.5,"Rent charge - 2nd Floor, Apex House, Birmingham Redacted under s43 FOI ",B15 1TR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-15,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,SECURITY & ESTATES,NATIONAL LOTTERY COMMUNITY FUND,1011713190,21007.5,"Rent charge - 2nd Floor, Apex House Redacted under s43 FOI Redacted under s40 FOI",B15 1TR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Surveillance,Alexander Mann Solutions Limited,1011713067,20128.52,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT SERVICE DELIVERY,PHOENIX SOFTWARE LIMITED,1011713200,8529.23,UK VAT - UK VAT,YO42 1NS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011713097,7237,FSA MSP,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-12,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE DELIVERY,EE LTD,1011713175,4676.68,CHARGES,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-12,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,SECURITY & ESTATES,NATIONAL LOTTERY COMMUNITY FUND,1011713168,4201.5,RENT CHARGES,B15 1TR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Regulatory Delivery,Alexander Mann Solutions Limited,1011713067,3034.92,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Corporate Support Unit,Alexander Mann Solutions Limited,1011713067,1515.82,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,NFCU II - Prevention & Investigation,Alexander Mann Solutions Limited,1011713067,1490.95,Temporary Staff,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-06-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Finance Director & Branch,Alexander Mann Solutions Limited,1011713067,655.34,Temporary Staff,EC2N 3AQ,ADMIN
