DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-28,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Microbiological Food Safety Branch,UNIVERSITY OF LIVERPOOL,1011701731,23741,CLAIM FOR DELIVERABLE,L69 7ZX,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,22743,LAPTOP BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-06,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT Service Delivery,DATABARRACKS LTD,1011701562,18736,ONLINE BACKUP SERVICE-OCT 16,SW4 9NS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,Security & Estates,INTERSERVE FM LTD,1011701538,17945.24,FACILITIES MANAGEMENT SERVICES OCTOBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,Security & Estates,INTERSERVE FM LTD,1011701663,17945.24,FIXED FEE WORKS COMPLETED FOR NOVEMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011701631,17862.7,RIM X 364,WA16 8XN,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-06,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT Service Delivery,DATABARRACKS LTD,1011701562,17736,ONLINE BACKUP SERVICE - SEPT 2016,SW4 9NS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,Regulatory & International,PRIME PRODUCTION LTD,1011701642,14400,INT-2714-SIMULTANEOUS INTERPRETING,UB2 4SB,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011701538,13760.52,FACILITIES MANAGEMENT SERVICES OCTOMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011701663,13760.5,FIXED FEE WORKS COMPLETED FOR NOVEMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011701538,13737.11,FACILITIES MANAGEMENT SERVICES OCTOMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011701663,13737.1,FIXED FEE WORKS COMPLETED FOR NOVEMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Comms Directors Office,S K V COMMUNICATIONS,1011701523,10494,CHRISTMAS COMMUNICATION CAMPAIGN AROUND FOOD WASTE,M3 7NA,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011701631,8825,TB PROJECT  X 66,WA16 8XN,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,Regulatory & International,PRIME PRODUCTION LTD,1011701642,8414.34,INT-3649-PROVISION OF EQUIPMENT FOR THE ANTIMICROBIAL RESISTANCE,UB2 4SB,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-15,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,Chief Scientist,UNIVERSITY OF WARWICK,1011701639,7587.33,FSA-PHE ACADMEIC WORKSHOP,CV4 8UW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-15,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,Chief Scientist,UNIVERSITY OF WARWICK,1011701639,6322.77,FSA-PHE ACADMEIC WORKSHOP,CV4 8UW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-15,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,Chief Scientist,UNIVERSITY OF WARWICK,1011701639,6322.77,FSA-PHE ACADMEIC WORKSHOP,CV4 8UW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-23,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701716,6108.7,VOIP CALL CHARGES OCTOBER 2016,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011701538,5499.52,FACILITIES MANAGEMENT SERVICES OCTOMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011701663,5499.52,FIXED FEE WORKS COMPLETED FOR NOVEMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER - LAUNDRY,Operational Delivery,APPARELMASTER UK LTD,1011701661,5194.78,REGION 546 NEW CONTRACT,PR2 9ZD,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,4548.6,LAPTOP BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-21,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,Chief Scientist,ELSEVIER B V,1011701691,4332.57,GOVERNMENT EDITION FEE FOR PERIOD FROM OCT 1 2016 TOL SEP 30 2017,1043 NX,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,Security & Estates,INTERSERVE FM LTD,1011701538,3589.05,FACILITIES MANAGEMENT SERVICES OCTOMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,Security & Estates,INTERSERVE FM LTD,1011701663,3589.05,FIXED FEE WORKS COMPLETED FOR NOVEMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Security & Estates,INTERSERVE FM LTD,1011701538,2980.9,FACILITIES MANAGEMENT SERVICES OCTOMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Security & Estates,INTERSERVE FM LTD,1011701663,2980.9,FIXED FEE WORKS COMPLETED FOR NOVEMBER 2016,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-28,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Comms Directors Office,T N S UK LTD,1011701733,2800,FSA CONSUMER VIEWS ON EU AND FOOD ISSUES INFOGRAPHIC,SE1 2QY,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011701618,2651.65,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011701666,2624.31,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011701618,2601.55,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,2346,LAPTOP BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011701539,2185.61,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery ,REDFERN TRAVEL LTD,1011701539,1989.4,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011701666,1875.1,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011701666,1622.5,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011701631,1575,CAMPY X 35,WA16 8XN,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011701666,1565.7,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011701618,1504.92,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011701618,1482.75,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011701666,1402.33,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,1228.5,HOME PRINTER BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-23,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701716,1221.74,VOIP CALL CHARGES OCTOBER 2016,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011701666,1183.25,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011701539,1182.55,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011701618,1130,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Corporate Support Unit,REDFERN TRAVEL LTD,1011701539,1127.2,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011701666,1092.3,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery ,REDFERN TRAVEL LTD,1011701666,1081.9,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,1062.68,FHRS ENHANCED CPU UTILISATION DECEMBER 2016,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011701539,1022.8,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Contaminants Policy & Strategy Unit,REDFERN TRAVEL LTD,1011701666,976,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Regulatory Delivery ,REDFERN TRAVEL LTD,1011701666,955.51,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,Regulatory Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,936.6,FHRS NI CHANGES NOV 16,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011701666,925.16,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery ,REDFERN TRAVEL LTD,1011701618,913.9,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011701539,907.2,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011701539,902.9,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011701618,872.2,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 41,REDFERN TRAVEL LTD,1011701618,831.5,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,755.1,FHRS CLONE,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011701618,742.25,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
