DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-06,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011712540,24611,Littlefish - End user service charge,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-06,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011712540,24264,Littlefish - Service Desk charge,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANALYTICS UNIT,UNIVERSITY OF PORTSMOUTH HIGHER EDUCATION CORPORATION,1011712486,23999.68,Research and Development,PO1 2UP,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-14,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE DELIVERY,EE LTD,1011712599,23077.59,EE Mobile Contract - additional line,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-08,EXP - PURCHASE OF GOODS/SERVICES - OTHER,SCIENTIFIC METHODS AND LABORATORY POLICY,FERA SCIENCE LIMITED,1011712582,20961,National Reference Laboratory for Contaminants,YO41 1LZ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-08,EXP - PURCHASE OF GOODS/SERVICES - OTHER,SCIENTIFIC METHODS AND LABORATORY POLICY,FERA SCIENCE LIMITED,1011712582,20960,National Reference Laboratory for Contaminants,YO41 1LZ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-16,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,"DATA, INFORMATION, GOVERNANCE AND SECURITY",EPIMORPHICS LTD,1011712634,19443,Data Services Hosting and Support,BS20 6PT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-22,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,OPERATIONAL DELIVERY,RAINMAKER SOLUTIONS LTD,1011712685,16000,UK VAT - UK VAT,W1A 6US,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Surveillance,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712555,15890.93,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,RISK ASSESSMENT - RESEARCH AND DEVELOPMENT,ANIMAL AND PLANT HEALTH AGENCY,2012700784,11543.43,UK VAT - UK VAT,KT15 3NB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-06,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,OPERATIONAL DELIVERY,RAINMAKER SOLUTIONS LTD,1011712529,10000,Agreed fee,W1A 6US,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-16,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,PEOPLE & ORGANISATIONAL CHANGE,KPMG LLP,1011712630,8154,Strength based conversations design & delivery,WD17 1DE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-06,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011712540,8000,Littlefish - Service Desk charge additional support,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-16,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,PEOPLE & ORGANISATIONAL CHANGE,KPMG LLP,1011712630,6930,Bullying and Harassment design & delivery,WD17 1DE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-16,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,PEOPLE & ORGANISATIONAL CHANGE,KPMG LLP,1011712630,6930,Managing Poor Performance design & delivery,WD17 1DE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-06,Exp - Purchase Of Goods/Services - Consultancy,PEOPLE & ORGANISATIONAL CHANGE,TALIK & COMPANY LTD,1011712530,6668.96,Prep and facilitation of EMT meeting,MK17 0PD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-16,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,"DATA, INFORMATION, GOVERNANCE AND SECURITY",EPIMORPHICS LTD,1011712634,6588.12,WP16 Support,BS20 6PT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-29,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE DELIVERY,DAISY CORPORATE SERVICES,1011712762,5719.75,UK VAT - UK VAT,BB9 5SR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-14,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE DELIVERY,EE LTD,1011712599,4615.51,UK VAT - UK VAT,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-16,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,"DATA, INFORMATION, GOVERNANCE AND SECURITY",EPIMORPHICS LTD,1011712634,3872.08,Data services hosting and support,BS20 6PT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-16,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,PEOPLE & ORGANISATIONAL CHANGE,KPMG LLP,1011712630,3742,Resilience and Wellbeing design & delivery,WD17 1DE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Corporate Support Unit,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712555,3643.08,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-16,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,PEOPLE & ORGANISATIONAL CHANGE,KPMG LLP,1011712630,3188,"Engaging, Collaborating and Partnering design & delivery",WD17 1DE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Regulatory Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712555,3034.92,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Surveillance and Data,COGNIZANT WORLDWIDE LTD,1011712650,2765,Cognizant - Data Science Core Team (Surveillance),W2 6BD,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,NFCU II - Prevention & Investigation,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712555,1439.1,TEMPORARY STAFF,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Commercial,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712555,710.4,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-14,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE DELIVERY,EE LTD,1011712599,661.53,EE Mobile Contract ,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,FINANCE,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712555,655.34,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-14,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CHIEF SCIENTIFIC ADVISORS TEAM,CABINET OFFICE,2012700788,251.04,Line Required to accomodate overbilled invoice PO 11770005378,SW1A 2AS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-14,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE DELIVERY,EE LTD,1011712599,55.83,UK VAT - UK VAT,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-04-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Programme and project delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011712555,48,TEMPORARY STAFF,EC2N 3AQ,ADMIN
