DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-29,Exp - Purchase Of Goods/Services - Consultancy,Chief Scientific Advisors team,RISKSOL CONSULTING LTD T/A RISK SOLUTIONS,1011709067,29500,Valuing FSA R&D research project.,WA2 7LT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-06,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,Comms Directors Office,COMMUNITY RESEARCH LTD,1011708745,28485,Community Research - Improving the impact of internal communications with Field Operations staff,LE9 4WB,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-26,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT Service Delivery,DAISY COMMUNICATIONS LTD,1011709008,27756.77,FSA634 ? Daisy Wisdom Support - (quantity redacted FOI s.43),BB9 5SR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-07,Exp - Purchase Of Goods/Services - Consultancy,Operations Assurance ,DELOITTE MCS LTD,1011708760,27420,Management Consultant Services FSA599 - Delivery of Official Controls Strategic Review,MK9 1FD,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Risk Assessment ? research and development,ANIMAL AND PLANT HEALTH AGENCY,2012700592,26656.29,"FS102109 ? Year 4 of the EU Harmonised Survey on AMR, Beef & Pork (APHA) ",YO1 7PX,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-29,EXP - PURCHASE OF GOODS/SERVICES - OTHER,Analytics Unit,UNIVERSITY OF KENT,1011709068,25344,Nationally representative discrete choice survey on food preferences,CT2 7NZ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-07,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,Organisational Development,OPES BUSINESS PARTNERS,1011708761,25168.41,FSA SCS Development Feb/Mar 2019,BT6 8DD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-25,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,IT Strategy,MOZAIC SERVICES LTD,1011708988,24975,FSA644 Capabilities Assessment,EC2R 7HG,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-07,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT Service Delivery,LITTLE FISH UK LTD,1011708763,24611,Littlefish End service charge ,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-07,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT Service Delivery,LITTLE FISH UK LTD,1011708763,24264,LittleFish Monthy Service charge ,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-21,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,Finance Director & Branch,SHARED SERVICES CONNECTED LTD,1011708956,24178.93,SSCL Core Charge Management Services,HP2 7AH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-05,EXP - AMORTISATION - INTANGIBLE ASSETS,Regulating our Future,ORDNANCE SURVEY,1011708737,22950,ROF - Unified View,SO16 0AS,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-07,Exp - Purchase Of Goods/Services - Consultancy,Operations Assurance ,DELOITTE MCS LTD,1011708760,21990,Management Consultant Services FSA599 - Delivery of Official Controls Strategic Review,MK9 1FD,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulatory Delivery,C E F A S,2012700582,21076,Shellfish classification,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-26,EXP - AMORTISATION - INTANGIBLE ASSETS,Regulating our Future,EPIMORPHICS LTD,1011709004,19612.1,110.5 DAYS CONSULTANCY,BS20 6PT,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-26,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT Service Delivery,EE LTD,1011709003,15929.73,EE Mobile Contract over (quantity redacted FOI s.43) - additional line,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,Scientific Methods & Laboratory Policy,ERNST & YOUNG LLP,1011708918,14307.19,FS101212-Funding for the 2nd phase review of UK's official control laboratories in food and feed enforcement ,SE1 2AF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-07,EXP - AMORTISATION - INTANGIBLE ASSETS,Operational Delivery,LITTLE FISH UK LTD,1011708763,13567.28,IT in Meat Plants - Thin Client Phase 2 - Attended Installation,NG1 1LS,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,SOURCECODE UK LTD T/A K2.NET UK,1011708941,12084,CLOUD PREMIER,KT13 0NY,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-21,EXP - AMORTISATION - INTANGIBLE ASSETS,Regulating our Future,EPIMORPHICS LTD,1011708955,11250,FSA 581 - WP 15,BS20 6PT,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,Chemical Contaminants and Residues,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709442,9251.42,TRAVEL EXPENSES WEEK 9,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-26,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT Service Delivery,EE LTD,1011709003,8423.28,EE Mobile Contract over(quantity redacted FOI s.43) - additions,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-14,EXP - AMORTISATION - INTANGIBLE ASSETS,Regulating our Future,EPIMORPHICS LTD,1011708874,8390,CONSULTANCY,BS20 6PT,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-04,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,"Food Additives, Flavourings, and Food Contact Materials",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011708715,8087.6,TRAVEL WEEK 8 UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Comms Directors Office,N L A MEDIA ACCESS LIMITED,1011708996,8014.28,LICENCE FEE,TN1 1NL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-26,EXP - AMORTISATION - INTANGIBLE ASSETS,Operational Delivery,LITTLE FISH UK LTD,1011709001,6881.17,IT in Meat Plants - Thin Client Phase 2 - Attended Installation,NG1 1LS,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Service Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708694,6436.44,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Service Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708901,6436.44,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-22,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Service Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708968,6436.44,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-29,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,Operational Delivery,DUN & BRADSTREET LTD,1011709069,6093.45,INSIGHT DATA,SL7 1AJ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-29,EXP - PURCHASE OF GOODS/SERVICES- OTHER - PROGRAMME EXP - LOCAL AUTHORITY GRANTS,Regulatory Delivery,TRADING STANDARDS SOUTH WEST COMMUNITY INTEREST CO,1011709065,5962.36,To develop and deliver feed e-learning. Contract No FSA 615,PL26 8LG,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Digital,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708901,5912.93,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Finance Director & Branch,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708829,5424.82,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Operational Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708694,5296.98,TEMPORARY STAFF,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Operational Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708829,5296.98,TEMPORARY STAFF,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Operational Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708901,5296.98,TEMPORARY STAFF,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-22,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Operational Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708968,5296.98,TEMPORARY STAFF,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-25,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,IT Strategy,MOZAIC SERVICES LTD,1011708988,4995,IT CAPABLITY,EC2R 7HG,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-05,EXP - AMORTISATION - INTANGIBLE ASSETS,Regulating our Future,ORDNANCE SURVEY,1011708737,4590,ROF - Unified View,SO16 0AS,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,NFCU Phase 2,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708694,3461.28,TEMPORARY STAFF,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,NFCU Phase 2,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708829,3418.14,TEMPORARY STAFF,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,NFCU Phase 2,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708901,3418.14,TEMPORARY STAFF,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Comms Directors Office,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708694,3386.77,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Comms Directors Office,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708901,3386.75,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-22,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Comms Directors Office,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708968,3386.74,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,NFCU Phase 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709442,3259.99,TRAVEL EXPENSES WEEK 9,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,Non Meat Field Ops,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709442,3098.33,TRAVEL EXPENSES WEEK 9,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-15,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Finance Director & Branch,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708901,3094.87,TEMPORARY STAFF,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709442,3020.28,TRAVEL EXPENSES WEEK 9,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-03-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Service Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011708829,2956.44,TEMPORARY STAFF,EC2N 3AQ,ADMIN
