DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,Exp - Purchase Of Goods/Services - Consultancy,OPERATIONS ASSURANCE DIVISION,DELOITTE MCS LTD,1011709982,7560,PROFESSIONAL SERVICES,MK9 1FD,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT SERVICE DELIVERY,PHOENIX SOFTWARE LIMITED,1011709914,7284.02,CORE INFRASTRUCTURE,YO42 1NS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT SERVICE DELIVERY,VODAFONE LTD,1011710031,6833.58,UK VAT - UK VAT,MK3 5JL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,NATIONAL FOOD CRIME UNIT - PHASE 2,CALDER CONFERENCES LTD,1011710032,6226.6,Conference Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-13,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Legal Branch A & Investigations,ALEXANDER MANN SOLUTIONS LTD-2WM,1011709882,5361.04,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-21,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Operational Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011709971,5296.98,Temporary Staff,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Operational Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011710021,5296.98,Temporary Staff,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,"Novel Foods, GM, Radiological and Feed Additives",CALDER CONFERENCES LTD,1011710032,5256,Conference Costs,LS16 6RF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,Operations Assurance ,CALDER CONFERENCES LTD,1011710032,5175,Conference Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,NATIONAL FOOD CRIME UNIT - PHASE 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709934,5150.33,Travel Costs Week 23,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,PROCUREMENT,BRAVOSOLUTION UK LTD T/A JAGGAER,1011709876,4500,PO 11770004849,EC2M 7AD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-14,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE DELIVERY,EE LTD,1011709898,4342.06,CHARGES,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-13,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Operational Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011709882,4237.58,Temporary Staff,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709934,3841.55,Travel Costs Week 23,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,Chair & Deputy Chair,CALDER CONFERENCES LTD,1011710032,3667,Conference Costs,LS16 6RF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-21,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,NATIONAL FOOD CRIME UNIT - PHASE 2,ALEXANDER MANN SOLUTIONS LTD-2WM,1011709971,3384.19,Temporary Staff,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-18,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,NATIONAL FOOD CRIME UNIT - PHASE 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709934,3305.9,Travel Costs Week 23,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-06,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709820,3277.46,Travel Costs Week 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,3065.3,Travel Costs Week 24,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,Chief Scientific Advisors team,CALDER CONFERENCES LTD,1011710032,3050,Conference Costs,LS16 6RF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,ALEXANDER MANN SOLUTIONS LTD-2WM,1011710021,3019.62,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,2966.45,Travel Costs Week 24,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-21,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Digital,ALEXANDER MANN SOLUTIONS LTD-2WM,1011709971,2956.44,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,NATIONAL FOOD CRIME UNIT - PHASE 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709934,2940.32,Travel Costs Week 23,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Comms Directors Office,ALEXANDER MANN SOLUTIONS LTD-2WM,1011710021,2835.24,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-11,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,NATIONAL FOOD CRIME UNIT - PHASE 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709862,2768.1,Travel Costs Week 22,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,Risk Assessment - operations,CALDER CONFERENCES LTD,1011710032,2450.4,Conference Costs,LS16 6RF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-13,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,NATIONAL FOOD CRIME UNIT - PHASE 2,ALEXANDER MANN SOLUTIONS LTD-2WM,1011709882,2414.92,Temporary Staff,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-25,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,OPERATIONAL DELIVERY,IBM UNITED KINGDOM LTD,1011710002,2250.42,FSA582 - Blockchain Pilot Activity,PO6 3AE,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-11,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709862,2221.05,Travel Costs Week 22,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,NATIONAL FOOD CRIME UNIT - PHASE 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,2151.2,Travel Costs Week 24,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-06,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709820,2082.35,Travel Costs Week 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,NATIONAL FOOD CRIME UNIT - PHASE 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,1929.85,Travel Costs Week 24,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-11,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709862,1860.25,Travel Costs Week 22,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-06,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,NATIONAL FOOD CRIME UNIT - PHASE 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709820,1823.92,Travel Costs Week 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,NATIONAL FOOD CRIME UNIT - PHASE 2,ALEXANDER MANN SOLUTIONS LTD-2WM,1011710021,1774.62,Temporary Staff,EC2N 3AQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-21,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Comms Directors Office,ALEXANDER MANN SOLUTIONS LTD-2WM,1011709971,1701.15,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,Regulatory Delivery,CALDER CONFERENCES LTD,1011710032,1586.4,Conference Costs,LS16 6RF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Analytics Unit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,1529.13,Travel Costs Week 24,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,Operational Delivery,CALDER CONFERENCES LTD,1011710032,1487.56,Conference Costs,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709934,1485.46,Travel Costs Week 23,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709934,1455.55,Travel Costs Week 23,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-11,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Corporate Support Unit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709862,1415.85,Travel Costs Week 22,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,1389.75,Travel Costs Week 24,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,1364.13,Travel Costs Week 24,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-06,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,NATIONAL FOOD CRIME UNIT - PHASE 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709820,1340.75,Travel Costs Week 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-18,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709934,1269.95,Travel Costs Week 23,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-06,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709820,1195.65,Travel Costs Week 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-13,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Digital,ALEXANDER MANN SOLUTIONS LTD-2WM,1011709882,1182.58,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-21,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Corporate Support Unit,ALEXANDER MANN SOLUTIONS LTD-2WM,1011709971,1167.24,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,1155.8,Travel Costs Week 24,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,1144.6,Travel Costs Week 24,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,Regulating our Future,CALDER CONFERENCES LTD,1011710032,1090.8,Conference Costs,LS16 6RF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-06,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709820,1082.51,Travel Costs Week 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,1076.1,Travel Costs Week 24,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-06,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Corporate Support Unit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709820,1054.7,Travel Costs Week 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-11,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709862,1041.66,Travel Costs Week 22,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709934,1038.05,Travel Costs Week 23,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-24,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Corporate Support Unit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709991,1009.32,Travel Costs Week 24,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-06-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011709934,994.7,Travel Costs Week 23,BD1 5HQ,ADMIN
