DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Digital,WUNDER LTD,1011702426,42800,FSA516 FOOD DISCOVERY PHASE,N1 9AB,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT Strategy,RAINMAKER SOLUTIONS LTD,1011702599,42070.34,Evolve IT Rainmaker- WP2 Delivery Management - Feb/Mar T&M,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Information & Knowledge Management,EPIMORPHICS LTD,1011702427,41295.55,PURCHASE ORDER NO 11770001519,BS20 6PT,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Contaminants HoD,C E F A S,2012700166,37434.75,FS131008-Habit surveys in England and Wales contract extension for an extra year in 2016. 1/4/16 TO 31/3/17.,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,Digital,RAINMAKER SOLUTIONS LTD,1011702433,34562.5,FSA527 - ITT - Discovery and Design for Internal Engagement and Collaboration Solution.(digital communities).,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Food Production Branch,FOOD STANDARDS SCOTLAND,2012700158,34434,Q3 FY16/17 FSA CONTRIBUTION TO VTEC,AB11 5RL,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientist,C E F A S,2012700182,32445.4,QTR 4 INVOICE,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-29,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Animal Feed     ,TRADING STANDARDS INSTITUTE (GRANTS),1011702571,32291.67,Feed Off. Conts 2016/17 Prog delivery (inland/ports). Feed Official Controls funding 2016/17: To deliver a programme of Official Controls (inland inspections/sampling & ports work) in 2016/17.,SS15 6TH,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Food Hygiene Policy Branch,C E F A S,2012700182,31855.97,UK CONTRIBUTION TO EU SURVEY OF NOROVORIOUS,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientist,T N S UK LTD,1011702521,30516.8,FSA CHEMICALS 2,SE1 2QY,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-16,EXP - PURCHASE OF GOODS/SERVICES- OTHER - PROGRAMME EXP - LOCAL AUTHORITY GRANTS,Chief Scientist,WARRINGTON BOROUGH COUNCIL,1011702459,30130,60% OF FOOD SAMPLING GRANT FOR TSNW,WA1 1BN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-21,EXP - PURCHASE OF GOODS/SERVICES- OTHER - PROGRAMME EXP - LOCAL AUTHORITY GRANTS,Chief Scientist,LINCOLNSHIRE COUNTY COUNCIL,1011702492,29448,THE BALANCE OF THE 2016/17 FOOD SAMPLING,LN5 7JN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-06,EXP - PURCHASE OF GOODS/SERVICES- OTHER - PROGRAMME EXP - LOCAL AUTHORITY GRANTS,Chief Scientist,TRADING STANDARDS SOUTH EAST LTD,1011702321,28952.2,FS101079- National coordinated risk-based food sampling programme 2016-17. TSSE Region. 60% payment in March 2017 ,KT22 7AH,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER ENERGY/UTILITIES/WASTE COST,Security & Estates,EDF ENERGY PLC,1011702431,28950.82,EDF ENERGY INVOICE 2644321 - FEBRUARY 2017,EX1 3UT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Comms Directors Office,S K V COMMUNICATIONS,1011702455,28030,FOOD SAFETY WEEK 2017,M3 7NA,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-20,EXP - PURCHASE OF GOODS/SERVICES- OTHER - PROGRAMME EXP - LOCAL AUTHORITY GRANTS,Chief Scientist,CITY OF YORK COUNCIL,1011702480,26591.6,FS101079- National coordinated risk-based food sampling programme 2016-17. City of York Council (YAHTSG) 60% payment in March 2017,YO1 6GA,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientist,TECHNOLOGY STRATEGY BOARD,2012700159,25589.3,NUTRITION FOR LIFE Q3,SN2 1UE,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Allergens,CAMBRIDGE UNIVERSITY HOSP NHSFT,2012700174,25577.01,FS241037-D53. SUBMISSION OF FINAL,CB2 0QQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Allergens,CAMBRIDGE UNIVERSITY HOSP NHSFT,2012700174,25577.01,"FS241037.PROGESS PAYMENT 31/07/2016, 31/08/2016 & 31/10/2016",CB2 0QQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Allergens,CAMBRIDGE UNIVERSITY HOSP NHSFT,2012700174,25577.01,FS241037. PROGESS PAYMENT 31 /12/2016,CB2 0QQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Allergens,CAMBRIDGE UNIVERSITY HOSP NHSFT,2012700174,25577.01,FS241037-D50. CONVENE TRACE TSEC METTING,CB2 0QQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Allergens,CAMBRIDGE UNIVERSITY HOSP NHSFT,2012700174,25577.01,"FS241037.PROGESS PAYMENT 31/07/2016, 31/08/2016 & 31/10/2016",CB2 0QQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Allergens,CAMBRIDGE UNIVERSITY HOSP NHSFT,2012700174,25577.01,"FS241037.PROGESS PAYMENT 31/07/2016, 31/08/2016 & 31/10/2016",CB2 0QQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Allergens,CAMBRIDGE UNIVERSITY HOSP NHSFT,2012700178,25577.01,FS241037-D55. CONVENE TRACE TSC 28/02/2017,CB2 0QQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Allergens,CAMBRIDGE UNIVERSITY HOSP NHSFT,2012700178,25577.01,FS241037. PROGESS PAYMENT,CB2 0QQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Allergens,CAMBRIDGE UNIVERSITY HOSP NHSFT,2012700178,25577.01,FS241037. PROGESS PAYMENT,CB2 0QQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-13,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Microbiological Food Safety Branch,ANIMAL AND PLANT HEALTH AGENCY,2012700165,25190.76,"DEFAULT DELIVERABLES 4,5,6",KT15 3NB,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Analysis & Research Branch,ECONOMIC & SOCIAL RESEARCH COUNCIL,2012700160,25000,PO 421776,SN2 1UJ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES- OTHER -MEAT INSPECTION EQUIPMENT / CONSUMABLES,Operational Delivery,ARCO UK LTD,1011702524,25000,FOR GOODS RECEIVED UP UNTIL 30.11.16,HU1 2SJ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Animal Feed Branch,ECOLE NATIONALE VETERINAIRE DE TOULOUSE,20000005,25000,FS231051 - EXPLORING THE PERMEABILITY OF THE HUMAN SPECIES BARRIER TO CIRCULATING TSE AGENTS - SECOND YEAR REPORT,FRANCE,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-13,Exp - Purchase Of Goods/Services - Consultancy,Analysis & Research Branch,COMOTION CONSULTING LTD,1011702403,24503.14,PROVISION OF CONSULTING SUPPORT,EC1A 9PT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-28,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT Strategy,RAINMAKER SOLUTIONS LTD,1011702556,24146.71,Evolve IT Rainmaker - Delivery,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Comms Directors Office,SOCIAL & LOCAL CIC,1011702596,22900,MANAGEMENT FEE,NG1 1LL,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulatory Delivery,C E F A S,2012700161,22526.56,C5666 PHYTOPLANKTON ANALYSIS,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011702526,22195.12,FEE AFCE0031,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,EU Regulatory Reform Branch,ANIMAL AND PLANT HEALTH AGENCY,2012700169,22131.06,DEFAULT CONTRACT FOR RETENTION,KT15 3NB,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-10,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientist,C E F A S,2012700163,21724,FY2015/16 FSA CONTRIBUTION,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulatory Delivery,C E F A S,2012700161,20652.32,C5666 PHYTOPLANKTON ANALYSIS,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - LAUNDRY,Operational Delivery,APPARELMASTER UK LTD,1011702379,20596.7,4 WEEK PERIOD AS PER ATTCHED SUMMARIES,PR2 9ZD,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - LAUNDRY,Operational Delivery,APPARELMASTER UK LTD,1011702379,20054.31,REGION 546 NEW CONTRACT,PR2 9ZD,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientist,T N S UK LTD,1011702462,20000,END OF FIELD WORK,SE1 2QY,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientist,T N S UK LTD,1011702462,20000,START OF FIELD WORK,SE1 2QY,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-06,EXP - PURCHASE OF GOODS/SERVICES- OTHER - PROGRAMME EXP - LOCAL AUTHORITY GRANTS,Chief Scientist,TRADING STANDARDS SOUTH EAST LTD,1011702321,19672.8,FS101079- National coordinated risk-based food sampling programme 2016-17. TSSE Region. 40% payment in Oct ,KT22 7AH,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES- OTHER -MEAT INSPECTION EQUIPMENT / CONSUMABLES,Operational Delivery,ARCO UK LTD,1011702524,18948.96,FOR GOODS RECEIVED UP UNTIL 31.1.17,HU1 2SJ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011702509,18781.63,BUILDING FABRIC MAINTAINANCE,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011702617,18781.62,WORK COMPLETED MAR2017,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulating our Future,LONDON SCHOOL OF ECONOMICS,1011702327,18334,ACCOUNT 1-REF-F14108,WC2A 2AE,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulating our Future,LONDON SCHOOL OF ECONOMICS,1011702327,18333,ACCOUNT 1-REF-F14108,WC2A 2AE,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-29,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Animal Feed     ,TRADING STANDARDS INSTITUTE (GRANTS),1011702571,17917.33,Feed Off. Conts 2016/17 Prog delivery (FH@PP). Feed Official Controls funding 2016/17: To deliver a programme of Official Controls (Food Hygiene at Primary Production) in 2016/17.,SS15 6TH,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-13,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011702408,16571.3,RIM BLOOD,WA16 8XN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulatory Delivery,C E F A S,2012700161,16497.98,C5666 PHYTOPLANKTON ANALYSIS,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011702509,16473.54,BUILDING FABRIC MAINTAINANCE,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,Security & Estates,INTERSERVE FM LTD,1011702617,16351.98,WORK COMPLETED MAR2017,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-23,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,Security & Estates,INTERSERVE FM LTD,1011702509,16351.97,BUILDING FABRIC MAINTAINANCE,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulatory Delivery,C E F A S,2012700161,15386,C5666 PHYTOPLANKTON ANALYSIS,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-24,EXP - PURCHASE OF GOODS/SERVICES- OTHER -MEAT INSPECTION EQUIPMENT / CONSUMABLES,Operational Delivery,ARCO UK LTD,1011702524,15364.11,FOR GOODS RECEVIED UP UNTIL 28.2.17,HU1 2SJ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-13,"EXP - PURCHASE OF GOODS/SERVICES - TRICHINELLA TESTING, CARRIAGE & CONSUMABLES",Operational Delivery,TOPSPEED COURIERS LIMITED,1011702408,14625,TRICH,WA16 8XN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011702617,13651.3,WORK COMPLETED MAR2017,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT Strategy,RAINMAKER SOLUTIONS LTD,1011702599,13479.86,Evolve IT Discovery & Design,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Security & Estates,INTERSERVE FM LTD,1011702617,12013.16,WORK COMPLETED MAR2017,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulatory Delivery,C E F A S,2012700161,11867.44,C5666 PHYTOPLANLTON ANALYSIS,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientist,TECHNOLOGY STRATEGY BOARD,2012700159,9913.12,NUTRITION FOR LIFE Q3,SN2 1UE,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-08,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,Food Incidents & Resilience - Prog,S A S SOFTWARE LTD,1011702360,9291,PERPETUAL LICIENCE,SL7 2EB,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT Strategy,RAINMAKER SOLUTIONS LTD,1011702599,8414.07,Evolve IT Rainmaker,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Contaminants HoD,C E F A S,2012700166,7486.95,FS131008-Habit surveys in England and Wales contract extension for an extra year in 2016. 1/4/16 TO 31/3/17.,NR33 0HT,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-13,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Microbiological Food Safety Branch,ANIMAL AND PLANT HEALTH AGENCY,2012700165,7382.89,DEFAULT DELIVERABLE 8,KT15 3NB,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-13,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011702408,7280,TB PROJECT,WA16 8XN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-03-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientist,C E F A S,2012700182,7134.2,QTR 4 INVOICE JAN -MARCH 17,NR33 0HT,Programme
