DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier ,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-09,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,Finance Director & Branch,SHARED SERVICES CONNECTED LTD,1011713847,26017.05,SSCL Core charge management services 2020-21,HP2 7AH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-03,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"Sampling, Strategy & Laboratory Policy (SSLP)",HAMPSHIRE SCIENTIFIC SERVICE HAMPSHIRE COUNTY COUNCIL,1011713804,23619.2,Covid-19 surveillance sampling programme,SO23 8UB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-03,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT Service Delivery,EE LTD,1011713807,23279.05,EE Mobile Contract over Redacted under s43 FOI - additional line - August,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"Sampling, Strategy & Laboratory Policy (SSLP)",FERA SCIENCE LIMITED,1011713791,21545,FS 616030 - National Reference Laboratory for Contaminants,YO41 1LZ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"Sampling, Strategy & Laboratory Policy (SSLP)",FERA SCIENCE LIMITED,1011713963,21545,FS 616030 - National Reference Laboratory for Contaminants,YO41 1LZ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-10,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,Digital,RAINMAKER SOLUTIONS LTD,1011713862,16006.25,FS430567 Incidents Beta SoW 11 (a),W1A 6US,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Surveillance,ALEXANDER MANN SOLUTIONS LTD-2WM,1011713823,10593.95,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-15,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT Service Delivery,EXPONENTIAL E LTD,1011713890,9772.22,UK VAT - UK VAT,E1 8EU,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT Service Delivery,COREAZURE LTD,1011713797,7237,UK VAT - UK VAT,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-29,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT Service Delivery,COREAZURE LTD,1011713986,7237,UK VAT - UK VAT,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Surveillance,COGNIZANT WORLDWIDE LTD,1011713888,5945,Cognizant - Data Science Core Team - additional line (May),W2 6BD,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-03,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT Service Delivery,EE LTD,1011713807,4652.82,UK VAT - UK VAT,AL10 9BW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Corporate Support Unit,ALEXANDER MANN SOLUTIONS LTD-2WM,1011713823,4547.46,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Service Delivery,ALEXANDER MANN SOLUTIONS LTD-2WM,1011713823,3034.92,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,ALEXANDER MANN SOLUTIONS LTD-2WM,1011713823,2493.42,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,NFCU II - Prevention & Investigation,ALEXANDER MANN SOLUTIONS LTD-2WM,1011713823,1490.95,Temporary Staff,EC2N 3AQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-15,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT Service Delivery,EXPONENTIAL E LTD,1011713890,-5674.54,UK VAT - UK VAT,E1 8EU,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-09-15,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT Service Delivery,EXPONENTIAL E LTD,1011713890,-28372.7,Initial Transfer and rental of Redacted under s43 FOI PSTN Lines,E1 8EU,ADMIN
