DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011705889,1478.31,Travel Expenses Wk 16,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011706022,1370.62,Travel Expenses Wk 18,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011705889,1353.65,Travel Expenses Wk 16,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011706022,1314.55,Travel Expenses Wk 18,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT SERVICE DELIVERY,REDFERN TRAVEL LTD,1011706022,1287.9,Travel Expenses Wk 18,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,FINANCE BRANCH,REDFERN TRAVEL LTD,1011705889,1283.65,Travel Expenses Wk 16,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,REGULATORY DELIVERY,REDFERN TRAVEL LTD,1011705948,1192.62,Travel Expenses Wk 17,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,COMMS,REDFERN TRAVEL LTD,1011706064,1183.3,TRAVEL EXPENSES  Wk 19,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011706126,1155.6,Travel Expenses Wk 20,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011705948,1144.9,Travel Expenses Wk 17,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,REGULATORY DELIVERY,REDFERN TRAVEL LTD,1011706022,1063.05,Travel Expenses Wk 18,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011706126,1037.7,Travel Expenses Wk 20,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011706126,1017.05,Travel Expenses Wk 20,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT SERVICE DELIVERY,REDFERN TRAVEL LTD,1011706126,997.5,Travel Expenses Wk 20,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-18,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011706064,949.58,TRAVEL EXPENSES  Wk 19,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011706126,946.95,Travel Expenses Wk 20,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011706022,904.69,Travel Expenses Wk 18,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,NON MEAT FIELD OPS,REDFERN TRAVEL LTD,1011706126,901.7,Travel Expenses Wk 20,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,COMMS,REDFERN TRAVEL LTD,1011706126,892.72,Travel Expenses Wk 20,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,FOOD INCIDENTS AND RESILIENCE PROG,REDFERN TRAVEL LTD,1011706064,884.7,TRAVEL EXPENSES  Wk 19,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,REGULATING OUR FUTURE,REDFERN TRAVEL LTD,1011705889,867.96,Travel Expenses Wk 16,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,FOOD INCIDENTS AND RESILIENCE PROG,REDFERN TRAVEL LTD,1011706126,864.88,Travel Expenses Wk 20,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011705948,852.2,Travel Expenses Wk 17,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,NON MEAT FIELD OPS,REDFERN TRAVEL LTD,1011705948,836.15,Travel Expenses Wk 17,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,COMMS,REDFERN TRAVEL LTD,1011705948,817.9,Travel Expenses Wk 17,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,INFORMATION & KNOWLEDGE MANAGMENT,REDFERN TRAVEL LTD,1011705889,810.3,Travel Expenses Wk 16,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,NON MEAT FIELD OPS,REDFERN TRAVEL LTD,1011706126,803.19,Travel Expenses Wk 20,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,REGULATING OUR FUTURE,REDFERN TRAVEL LTD,1011705948,801.15,Travel Expenses Wk 17,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,INFORMATION & KNOWLEDGE MANAGMENT,REDFERN TRAVEL LTD,1011706022,787.1,Travel Expenses Wk 18,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011705889,770.67,Travel Expenses Wk 16,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,NON MEAT FIELD OPS,REDFERN TRAVEL LTD,1011705948,754.13,Travel Expenses Wk 17,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,REGULATORY DELIVERY,REDFERN TRAVEL LTD,1011706022,745.23,Travel Expenses Wk 18,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,LEGAL  BRANCH A & INVESTIGATIONS,REDFERN TRAVEL LTD,1011706126,744.83,Travel Expenses Wk 20,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,FOOD INCIDENTS AND RESILIENCE PROG,REDFERN TRAVEL LTD,1011705889,738.18,Travel Expenses Wk 16,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Wales and West 4 ,REDFERN TRAVEL LTD,1011705889,733.22,Travel Expenses Wk 16,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,"RADIOLOGICAL, NOVEL FOOD & PROCESSES",REDFERN TRAVEL LTD,1011705889,732.65,Travel Expenses Wk 16,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011705948,715.96,Travel Expenses Wk 17,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,COMMS,REDFERN TRAVEL LTD,1011705889,711.2,Travel Expenses Wk 16,BD1 5HQ,ADMIN
