DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-19,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,IT STRATEGY & DEVELOPMENT,RAINMAKER SOLUTIONS LTD,1011705820,44010.2,Call-off: Programme Delivery Support Feb 18 ? Mar 18,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011705605,42534.24,"Datacentre Discovery and Design - Variable - Azure Basket of Goods - VMs, OMS & Storage (WP5)",EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,Exp - Purchase Of Goods/Services - Consultancy,REGULATING OUR FUTURE,IBM UNITED KINGDOM LTD,1011705656,40970,"ROF _ Food business registration, segmentation and single view (Alpha Stage)",PO6 3AE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT,REGULATING OUR FUTURE,IBM UNITED KINGDOM LTD,1011705656,37260,ROF - Work Package No. 9 - Alpha Extension.,PO6 3AE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-10,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,IT STRATEGY & DEVELOPMENT,COREAZURE LTD,1011705676,34000,Citrix Migration to Azure,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,IT STRATEGY & DEVELOPMENT,COREAZURE LTD,1011705640,33000,Branch Office CCN ? Data migration to Azure,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-17,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,COMMS,N L A MEDIA ACCESS LIMITED,1011705773,31819.3,NLA - newspaper licensing renewal for March 2018 to Feb 2019,TN1 1NL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-13,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT STRATEGY & DEVELOPMENT,COREAZURE LTD,1011705737,31655,Datacentre Discovery and Design - Milestone 4b: Fixed Price Velostrata Software (WP2b),EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011705605,31655,Datacentre Discovery and Design - Fixed Price - Azure Managed Service (WP4),EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011705605,31655,Datacentre Discovery and Design - Fixed Price - Azure Managed Service (WP4),EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,C E F A S,2012700412,31250,EU Reference Laboratory for Bacteriological and Viral Contamination of Molluscs (BVCM)Description for 1 line Bulk Order on PO:EURL for Contamination of Bivalve Molluscs (March 2017 ? December 2018),NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-10,EXP - AMORTISATION - INTANGIBLE ASSETS,IT STRATEGY & DEVELOPMENT,COMPUTACENTER UK LTD,1011705680,30500,Lenovo Thinkvision Monitors,AL10 9TW,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-03,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,FERA SCIENCE LIMITED,1011705571,30280.9,National Reference Laboratory for Contaminants for core costs and ad hoc costs in : 2017 - 2018,YO41 1LZ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-04,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT,IT SERVICE DELIVERY,DAISY COMMUNICATIONS LTD,1011705592,28118.79,Wisdom Support Contract 12 months,BB9 5SR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,SURVEILLANCE,RAND EUROPE COMMUNITY INTEREST CO,1011705581,25000,FS101079-Strategic Surveillance ? Process design and implementation ,CB4 1YG,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANALYSIS & RESEARCH BRANCH,COMMUNITY RESEARCH LTD,1011705627,24970,Development of business tracker,LE9 4WB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-11,Exp - Purchase Of Goods/Services - Consultancy,FOOD CRIME UNIT ADMIN,PA CONSULTING SERVICES LTD,1011705705,24630,HM Treasury business case for Phase 2 of the NFCU build ,SG8 6DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-11,Exp - Purchase Of Goods/Services - Consultancy,FOOD CRIME UNIT ADMIN,PA CONSULTING SERVICES LTD,1011705705,24630,HM Treasury business case for Phase 2 of the NFCU build ,SG8 6DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-11,Exp - Purchase Of Goods/Services - Consultancy,FOOD CRIME UNIT ADMIN,PA CONSULTING SERVICES LTD,1011705705,24630,HM Treasury business case for Phase 2 of the NFCU build,SG8 6DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011705642,24264,Monthly Service Charge Sept 17 - Mar 18,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-16,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011705752,24264,Monthly Service Charge Sept 17 - Mar 18,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-03,EXP - AMORTISATION - INTANGIBLE ASSETS,IT STRATEGY & DEVELOPMENT,4 NET,1011705558,24184.7,NEW VC,M32 0TR,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,Exp - Purchase Of Goods/Services - Consultancy,REGULATING OUR FUTURE,IBM UNITED KINGDOM LTD,1011705619,23753,"ROF _ Food business registration, segmentation and single view (Alpha Stage)",PO6 3AE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,EXP - PURCHASE OF GOODS/SERVICES- OTHER -MEAT INSPECTION EQUIPMENT / CONSUMABLES,OPERATIONAL DELIVERY,ARCO UK LTD,1011705624,23719.45,BULK PO - ARCO - PPE Annual Spend for Field Operations - 2017/18,HU1 2SJ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT STRATEGY & DEVELOPMENT,COREAZURE LTD,1011705605,23022.64,Datacentre Discovery and Design - Milestone 4a: Fixed Price Migration (WP2b),EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANALYSIS & RESEARCH BRANCH,BEHAVIOURAL INSIGHTS LTD,1011705625,22000,FS301037-Consultancy services to the FSA on a project using behavioural insights techniques to increase payment compliance in meat plant invoicing.(Alessandro Desimone),SW1H 9NP,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-13,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,RAINMAKER SOLUTIONS LTD,1011705740,21850,IT Services Support Cover,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700404,21076,Shellfish Classification,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011705642,18759,Monthly Laptop Service Charge Sept 17 - Mar 18,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700405,14199.38,Shellfish Biotoxin Flesh analysis - DSP,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700405,12540.2,Shellfish Biotoxin Flesh analysis - PSP,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-13,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,IT STRATEGY & DEVELOPMENT,RAINMAKER SOLUTIONS LTD,1011705740,11410,WORKED ,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-10,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT SERVICE DELIVERY,4 NET,1011705673,11165.81,"PO NO 11770002624,",M32 0TR,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,ALLIED PUBLICITY SERVICES MANCHESTER LTD T/A APS GROUP,1011705643,11034.53,FHRS,SK3 0ZP,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700405,10496.04,Phytoplankton analysis 2017/18,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700405,9778.42,Shellfish Biotoxin Flesh analysis - ASP,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-11,EXP - AMORTISATION - INTANGIBLE ASSETS,OWOW,FLEXIFORM BUSINESS FURNITURE LTD,1011705707,9012.78,SPB13188/1,EC1V 3RS,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-19,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,IT STRATEGY & DEVELOPMENT,RAINMAKER SOLUTIONS LTD,1011705820,8802.04,WORK RELATING TO IT MANAGEMENT COSTS,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,Exp - Purchase Of Goods/Services - Consultancy,REGULATING OUR FUTURE,IBM UNITED KINGDOM LTD,1011705656,8194,PERIOD: FROM 20/11/2017 TO 24/11/2017,PO6 3AE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT,REGULATING OUR FUTURE,IBM UNITED KINGDOM LTD,1011705656,7452,PERIOD FROM 05/03/2019 TO 23/03/2018,PO6 3AE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-10,EXP - AMORTISATION - INTANGIBLE ASSETS,IT STRATEGY & DEVELOPMENT,COMPUTACENTER UK LTD,1011705680,6100,LENOVO,AL10 9TW,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANALYSIS & RESEARCH BRANCH,COMMUNITY RESEARCH LTD,1011705627,4994,SME FOOD BUSINESS,LE9 4WB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-11,Exp - Purchase Of Goods/Services - Consultancy,FOOD CRIME UNIT ADMIN,PA CONSULTING SERVICES LTD,1011705705,4926,NFFCA BUSINESS CASE,SG8 6DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-11,Exp - Purchase Of Goods/Services - Consultancy,FOOD CRIME UNIT ADMIN,PA CONSULTING SERVICES LTD,1011705705,4926,NFFCA BUSINESS CASE,SG8 6DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-11,Exp - Purchase Of Goods/Services - Consultancy,FOOD CRIME UNIT ADMIN,PA CONSULTING SERVICES LTD,1011705705,4926,NFFCA BUSINESS CASE,SG8 6DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,Exp - Purchase Of Goods/Services - Consultancy,REGULATING OUR FUTURE,IBM UNITED KINGDOM LTD,1011705619,4750.6,PERIOD: PROM 26/02/2018 TO 09/03/2018,PO6 3AE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-05,EXP - PURCHASE OF GOODS/SERVICES- OTHER -MEAT INSPECTION EQUIPMENT / CONSUMABLES,OPERATIONAL DELIVERY,ARCO UK LTD,1011705624,4743.85,FOR GOODS INVOICED UP TILL 28 FEB 18,HU1 2SJ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-13,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,RAINMAKER SOLUTIONS LTD,1011705740,4370,WORK RELATING TO IT MANAGEMENT COSTS,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011705642,3347,Monthly Citrix Service Charge Sept 17 - Mar 18,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011705862,3041.15,Travel Expenses Week 15,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,REGULATORY DELIVERY,REDFERN TRAVEL LTD,1011705862,2671.23,Travel Expenses Week 15,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011705646,2586.1,Travel Expenses Week 12,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011705862,2520.4,Travel Expenses Week 15,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011705646,2471.1,Travel Expenses Week 12,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011705642,2004,Monthly Mobile Service Charge Sept 17 - Mar 18,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-25,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,REGULATORY DELIVERY,REDFERN TRAVEL LTD,1011705862,1902.86,Travel Expenses Week 15,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,REGULATING OUR FUTURE,REDFERN TRAVEL LTD,1011705862,1772.8,Travel Expenses Week 15,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011705862,1729.25,Travel Expenses Week 15,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,REGULATORY DELIVERY,REDFERN TRAVEL LTD,1011705646,1610.96,Travel Expenses Week 12,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011705646,1412.03,Travel Expenses Week 12,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011705646,1125.5,Travel Expenses Week 12,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-25,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,FOOD INCIDENTS AND RESILIENCE PROG,REDFERN TRAVEL LTD,1011705862,1121.9,Travel Expenses Week 15,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-25,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011705862,1113.89,Travel Expenses Week 15,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011705646,1015.44,Travel Expenses Week 12,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,CORPORATE SUPPORT UNIT,REDFERN TRAVEL LTD,1011705646,975.48,Travel Expenses Week 12,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-04-25,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011705862,932.71,Travel Expenses Week 15,BD1 5HQ,PROGRAMME
